#NAME,I21631-L1,I21632-L1,I21634-L1,I21635-L1,I21636-L1,I21637-L1,I21639-L1,I21641-L1,I21643-L1,I21645-L1,I21646-L1,I21647-L1,I21648-L1,I21649-L1,I21650-L1,I21651-L1,I21652-L1,I21653-L1,I21654-L1,I21655-L1,I21656-L1,I21657-L1,I21658-L1,I21659-L1,I21660-L1,I21661-L1,I21662-L1,I21663-L1,I21664-L1,I21665-L1,I21666-L1,I21667-L1,I21668-L1,I21669-L1,I21670-L1,I21671-L1,I21673-L1,I21674-L1,I21675-L1,I21676-L1,I21677-L1,I21678-L1,I21679-L1,I21680-L1,I21681-L1,I21682-L1,I21683-L1,I21684-L1,I21685-L1,I21686-L1,I21687-L1,I21688-L1,I21689-L1,I21690-L1,I21691-L1,I21692-L1,I21693-L1,I21694-L1,I21695-L1,I21696-L1,I21697-L1,I21698-L1,I21700-L1,I21701-L1,I21702-L1,I21703-L1,I21704-L1,I21705-L1,I21706-L1,I21707-L1,I21708-L1,I21709-L1,I21710-L1,I21711-L1,I21712-L1,I21713-L1,I21714-L1,I21740-L1,I21741-L1
ASV_79,0,18,0,0,0,27,0,0,0,0,0,0,135,0,53,0,0,0,0,8,0,0,0,0,25,52,0,8,4673,98,250,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,19,0,5,0,0,0,0,15,0,0,0,11,0,0,0,0,0,0,0,0,0,0
ASV_80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_82,0,0,0,0,7,0,0,5,0,0,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,9,0,0,0,18,0,0,0,0,0,0,0,5101,11,0,0,0,0,0,0,0
ASV_83,0,0,0,0,0,0,0,10,0,0,0,0,0,0,359,0,0,25,0,757,0,36,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,13,0,118,0,6,60,157,0,68,108,0,0,356,0,32,0,280,68,0,83,62,0,0,63,31,91,27,0,98,0,0,122,31,724,380,0,167,52,26,43,250,298
ASV_84,0,0,0,0,0,0,0,60,0,65,0,0,0,0,22,0,0,311,0,0,0,0,187,100,33,332,274,12,116,11,201,509,224,0,0,175,0,0,29,0,0,0,0,0,0,0,0,0,0,364,371,123,465,27,0,257,0,31,11,581,18,61,0,0,58,0,0,0,0,0,0,0,0,0,0,6,0,19,0
ASV_85,447,21,88,0,0,68,0,0,0,0,0,14,0,0,0,109,34,0,0,11,56,82,61,3,277,51,4,103,43,109,15,141,273,25,615,9,0,0,239,31,24,0,14,0,0,0,0,0,0,135,33,146,95,126,92,126,42,36,94,42,29,19,0,13,243,0,0,122,120,89,0,135,6,0,32,99,150,7,17
ASV_87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_88,381,49,33,96,28,99,9,108,171,0,60,28,0,12,108,26,32,0,17,37,0,65,51,47,58,51,77,145,205,65,51,63,91,8,193,11,0,50,0,184,0,0,27,35,7,26,7,4,0,0,32,202,28,115,10,92,14,25,34,29,0,0,62,40,29,5,0,0,14,36,16,10,0,13,8,621,37,59,204
ASV_89,163,38,0,90,0,40,0,0,0,150,0,0,0,0,0,94,28,0,235,94,17,357,30,77,126,126,0,385,63,78,0,40,151,0,182,0,0,51,8,158,10,22,0,64,78,35,13,60,0,0,0,60,32,82,35,142,45,45,0,0,0,0,53,182,55,29,0,7,189,68,0,206,6,0,45,34,0,0,0
ASV_90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4660,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_93,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4293,12,6,0,145,8,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_94,26,70,228,12,5,15,0,0,4028,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,31,2,2,40,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,31
ASV_95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,3,0,0,0,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,12,0,0,0,0,0,0,30,19,32,46,207,28,240,0,1267,42,0,14,4,95,0,0,0,0,0,47,0,388,404,0,90,0,0,8,114,725
ASV_96,700,167,160,35,54,21,0,0,0,101,195,110,0,145,0,0,0,72,35,0,0,33,0,0,40,94,0,137,178,0,0,0,0,3,83,0,92,129,63,274,0,68,0,0,0,0,0,0,36,0,67,206,49,125,51,0,75,0,61,98,0,0,0,93,0,0,286,0,53,93,0,0,0,0,0,0,0,192,0
ASV_97,0,70,0,26,0,1003,0,77,31,85,0,0,0,0,0,0,0,0,0,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,117,0,11,28,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,139,0,0,53
ASV_98,0,0,8,0,4369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_101,0,467,0,0,0,36,0,68,102,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,430,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,95,0,0,1982,0,0,0,0,0,0,0,0,0,48,566,0,0,0,0,142,0,0,0,0,0,0,0
ASV_102,0,0,0,0,0,0,0,0,0,17,0,0,0,0,824,0,0,0,0,67,20,0,85,32,0,0,26,0,0,63,1218,0,75,0,0,41,0,0,168,0,0,0,320,0,0,0,0,0,0,18,86,130,53,235,69,199,0,97,130,0,35,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
ASV_103,100,9,303,0,15,16,0,21,441,196,0,35,24,19,0,21,30,0,0,4,100,0,40,230,212,0,0,1002,34,206,10,17,30,24,0,7,0,0,83,0,0,0,16,0,138,0,0,0,0,12,28,17,135,36,0,0,0,36,25,0,0,0,0,111,48,49,0,87,91,28,7,15,0,0,0,55,18,0,0
ASV_104,42,0,146,0,0,0,0,21,3916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0
ASV_105,0,0,72,0,0,26,0,0,0,0,0,0,4,431,0,11,0,0,329,8,17,122,0,7,0,0,0,11,0,1371,0,0,0,0,14,3,0,0,0,0,0,19,0,0,0,0,2,0,0,0,0,7,0,0,11,0,0,0,0,0,0,0,0,0,0,16,15,0,0,113,1485,0,0,24,0,0,0,0,32
ASV_106,83,201,41,29,51,98,0,0,125,9,0,0,3,0,46,60,13,0,48,27,7,51,21,89,85,123,41,32,108,27,63,61,217,0,107,19,0,6,0,6,0,23,9,0,0,0,0,0,0,280,30,146,27,589,0,172,87,15,0,55,11,0,57,13,11,25,31,0,18,45,10,0,0,6,0,40,0,25,288
ASV_107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4047,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_109,0,89,444,0,0,0,0,0,0,0,0,0,0,0,742,0,10,0,0,117,0,0,0,40,0,0,456,0,119,0,80,0,75,0,24,157,0,0,18,0,0,0,495,0,0,0,0,0,0,0,213,43,45,165,177,43,0,50,26,0,177,59,0,0,0,0,0,0,0,0,0,0,0,26,0,69,0,100,0
ASV_112,139,0,0,120,0,128,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,109,0,0,0,0,35,0,0,0,0,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,110,239,0,45,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,29,0,0
ASV_113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,25,8
ASV_115,0,0,0,0,0,60,57,0,0,0,39,0,0,38,0,120,58,0,0,110,0,0,36,24,35,0,0,0,99,117,0,60,0,0,0,28,0,0,0,0,0,0,0,42,0,0,41,0,0,161,38,64,59,233,0,0,0,0,1152,58,38,48,48,129,21,0,0,0,667,104,0,0,0,0,0,163,0,0,0
ASV_116,47,2,0,0,0,15,0,0,0,0,0,0,0,0,277,0,0,0,0,292,0,0,0,4,18,0,0,427,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,0,0,953,97,6,0,716,0,0,512,37,0,0,18,0,0,0,21,0,4,0,0,0,0,0,0,0,0
ASV_117,0,0,161,0,0,0,0,0,44,480,94,103,39,0,0,0,0,0,0,0,23,0,213,410,166,98,0,454,90,529,0,0,295,37,0,0,0,0,0,0,0,0,0,42,151,0,0,0,0,0,0,0,0,31,0,37,0,130,42,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0
ASV_119,0,0,128,12,0,15,0,0,3076,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,10,5,4,0,35,5,0,0,0,120,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,28,0,0,0,9,5,0,0,0,0,13,0,0,0,0,0,0,0,57,21
ASV_120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_121,154,34,1917,9,7,69,0,56,421,35,6,54,0,6,9,6,7,25,0,0,0,52,23,10,25,42,8,11,0,25,7,15,11,0,66,0,0,12,0,0,0,11,0,0,0,0,0,17,0,0,0,12,27,31,9,23,55,16,0,0,0,0,0,0,10,0,16,0,22,38,0,5,0,16,0,8,0,0,47
ASV_122,89,116,48,0,0,56,0,344,30,0,284,28,0,0,11,0,0,10,0,26,20,25,29,141,64,114,125,44,44,0,31,40,18,0,107,13,0,0,0,81,0,0,0,0,5,0,0,0,0,0,123,58,65,129,40,203,129,0,0,97,0,0,23,0,31,19,0,5,11,0,34,0,0,28,0,36,0,0,37
ASV_123,0,0,0,0,0,0,0,13,3396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_124,751,130,79,36,0,74,0,0,41,28,232,100,0,73,0,16,55,22,9,0,0,103,0,17,55,39,7,20,76,47,14,23,22,0,41,11,18,92,26,59,19,26,43,0,0,0,6,0,9,0,22,62,85,35,55,59,50,0,23,36,0,0,0,80,24,25,0,11,68,20,0,40,0,0,0,0,27,0,0
ASV_125,43,19,0,0,84,0,0,0,0,121,24,0,0,0,17,29,0,0,0,29,0,0,1081,18,46,158,7,0,9,31,18,6,46,0,0,8,0,0,0,34,0,0,0,0,0,0,3,0,0,0,5,28,0,16,0,0,0,29,13,0,0,0,86,50,0,0,14,0,13,0,9,0,0,0,0,1056,0,10,71
ASV_126,17,0,88,0,0,0,0,0,0,0,0,662,26,27,0,23,0,22,0,8,0,0,14,0,0,0,0,18,0,0,0,0,0,0,0,0,107,0,0,0,30,109,79,13,0,0,0,0,39,0,0,0,0,0,9,0,0,0,228,44,0,0,0,90,0,59,0,86,0,0,0,0,0,99,49,76,119,6,93
ASV_127,0,0,0,0,64,0,0,14,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2818,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,14,0,0,0
ASV_128,0,0,0,13,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,75,3018
ASV_130,145,19,0,0,0,9,9,33,0,61,0,108,0,56,0,160,0,0,0,29,0,66,14,21,36,41,0,87,59,108,11,35,32,15,455,0,0,0,79,0,32,0,83,0,0,0,0,0,0,0,51,33,57,110,85,52,0,0,33,55,0,15,3,486,25,0,0,46,46,86,0,0,8,30,0,98,0,0,0
ASV_131,0,0,0,0,0,0,0,0,3065,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
ASV_132,214,5,631,0,0,0,0,0,716,15,23,0,18,0,0,7,0,0,0,0,3,0,0,50,89,15,5,45,41,119,10,33,555,6,145,0,0,0,54,0,0,0,11,9,132,0,0,0,0,0,24,0,0,22,7,74,0,0,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
ASV_133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0,0,2752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
ASV_134,0,0,0,0,0,56,0,0,31,0,39,88,0,0,0,164,0,15,0,49,0,37,34,28,25,0,0,0,86,87,0,43,0,0,0,0,0,0,52,0,0,0,56,81,0,0,0,0,0,91,0,0,69,208,0,40,0,0,799,0,0,0,0,56,22,0,0,0,400,100,0,0,0,0,0,114,0,0,0
ASV_135,45,29,72,0,59,70,0,22,38,0,348,0,5,9,0,0,39,16,0,0,0,0,38,0,0,8,8,289,62,53,16,61,78,0,74,0,0,0,0,0,0,0,502,0,0,0,0,0,0,0,37,0,0,49,0,0,0,14,0,0,17,12,28,736,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
ASV_136,47,136,0,39,0,118,0,21,37,0,0,74,0,0,0,14,0,0,0,11,16,47,0,39,26,0,12,26,56,33,80,3,36,0,47,0,0,0,0,0,0,34,0,0,7,0,0,0,0,203,0,478,16,65,0,51,0,13,14,0,4,0,17,0,82,0,0,0,118,0,10,14,0,0,0,0,30,22,0
ASV_137,19,236,84,124,0,896,0,63,0,0,0,0,0,0,0,12,0,0,0,9,0,0,0,116,12,5,9,18,0,7,0,58,21,0,54,6,0,0,0,324,0,0,0,0,0,0,0,0,0,0,0,184,0,22,21,11,0,0,39,0,0,0,117,0,0,0,0,0,0,0,0,55,0,0,12,0,37,0,22
ASV_138,0,0,0,0,0,0,0,0,0,7,0,0,101,0,0,0,0,0,10,0,0,19,71,15,49,44,10,0,1770,77,302,0,0,9,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,26,0,46,0,0,0,0,146,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0
ASV_139,0,0,0,0,0,0,0,0,38,426,128,114,140,0,0,0,0,0,0,0,0,0,0,69,350,117,0,177,0,509,0,0,142,57,0,0,0,0,0,34,0,0,0,0,224,0,0,0,0,0,40,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,33,56,0,0,0
ASV_141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2764,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_142,0,0,6,0,0,0,0,13,0,0,0,0,0,0,51,0,0,61,0,0,0,0,8,865,56,83,244,0,54,0,33,142,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,40,277,0,29,158,0,80,0,40,65,20,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,27,30
ASV_143,0,0,0,0,0,0,0,0,0,37,88,60,7,93,14,16,39,37,88,15,52,93,73,30,41,50,20,35,27,49,10,17,99,5,0,3,9,75,14,84,0,0,26,41,19,11,8,0,15,17,31,36,58,54,9,21,65,9,13,14,0,0,19,27,13,0,23,0,0,27,6,0,0,46,0,27,138,16,82
ASV_144,146,0,1576,106,30,60,0,45,201,35,0,0,0,26,0,50,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,32,0,0,0,0,0
ASV_145,81,65,0,33,0,125,60,69,32,0,0,46,0,0,57,74,0,0,0,0,0,66,135,0,0,0,0,0,54,53,60,0,61,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,45,33,0,45,162,0,0,36,118,35,0,119,203,0,0,0,0,82,98,0,0,0,0,0,57,50,0,0
ASV_146,0,693,50,0,0,913,0,70,205,0,0,0,3,8,80,22,0,0,0,0,0,0,0,34,0,0,0,0,0,103,41,0,0,0,41,20,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,31,0,0,49,0,116,22,0,0,8,0,0,0,0,0,0,14,0,0,0,13,0,0,0,0,24
ASV_147,58,0,12,0,21,0,0,0,0,11,0,0,24,0,0,0,0,11,33,14,0,0,0,0,23,4,0,0,10,0,0,17,19,0,33,0,0,0,0,1096,0,0,0,0,0,0,24,0,0,0,10,672,0,0,20,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,33,118,0
ASV_148,28,0,640,0,0,14,0,0,319,0,0,0,0,0,0,48,0,13,9,100,0,0,0,0,47,0,66,21,0,12,18,0,64,0,72,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,16,0,0,17,0,42,0,0,0,57,0,74,0,0,0,0,0,0,450,270
ASV_149,0,83,0,0,0,16,0,0,351,21,44,0,61,0,19,30,8,18,0,15,7,0,16,33,374,19,0,325,41,136,0,87,199,13,19,0,0,0,0,0,0,0,0,14,97,0,0,0,0,0,19,14,0,33,7,16,12,90,40,0,12,0,0,0,10,0,40,89,0,31,22,94,0,8,18,27,0,0,0
ASV_150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0
ASV_151,0,8,0,0,0,7,0,0,17,28,0,27,22,0,0,0,0,0,0,9,0,0,0,0,117,0,11,0,0,0,0,0,23,0,51,0,0,0,0,1012,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,145,0,0,0,0,0,0,0,165,0,0,0,19,0,529,0,0,0,0,11,0,178,81
ASV_152,0,0,0,0,0,27,0,0,0,0,0,95,0,0,0,118,0,0,0,67,0,82,44,26,0,0,0,0,50,77,0,45,0,0,0,0,0,0,31,13,0,0,0,83,0,0,0,0,0,45,27,33,28,209,0,16,0,0,731,0,0,0,0,134,28,0,0,0,297,100,0,0,0,11,0,148,0,0,0
ASV_153,151,22,41,79,20,0,0,98,61,39,0,0,0,0,33,18,51,0,26,0,0,0,31,0,38,47,0,34,172,40,0,0,65,0,73,0,0,0,0,297,0,0,52,51,0,15,0,0,0,36,0,23,16,0,57,71,0,0,17,53,0,0,0,0,16,24,0,19,44,74,0,0,0,22,0,0,0,259,42
ASV_154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,47,0,0,0,0,43,22,0,0,0,0,18,6,16,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10,0,7,0,3,6,0,0,0,25,19,2113,173
ASV_155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0
ASV_156,0,0,0,0,0,28,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2473,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
ASV_157,0,18,40,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,0,0,0,0,9,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
ASV_158,23,17,0,0,0,0,10,15,0,0,32,0,0,0,0,0,0,12,0,594,0,0,0,0,27,0,0,0,0,0,0,0,0,0,1459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,33,42,18,0,31,0,0,0,0,8,0,65,0,0,0,0,0,0,0,20,0,0,4,0,0,0,0,47
ASV_160,2444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2391,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_163,28,0,0,274,28,0,0,21,75,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,7,6,9,9,5,0,40,0,0,0,0,429,0,0,0,9,0,3,0,0,0,14,0,0,13,15,0,0,24,0,0,20,0,12,0,0,340,0,23,0,0,0,722,0,0,0,0,0,14,28,91
ASV_164,128,326,36,739,0,135,8,5,14,11,11,0,0,26,0,31,0,0,28,21,0,0,103,0,5,31,0,24,25,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,19,0,0,0,0,17,0,0,5,5,0,0,0,18,0,28,0,0,8,0,0,0,242,0,4,0
ASV_165,0,0,0,0,59,0,0,0,33,11,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,11,0,0,0,0,15,0,0,0,0,0,0,0,0,0,2150,0,0,12,0,0,0,0,0,27,0,0,0,0,11,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,2356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
